title;paperId;doi;authors;publisher;topics;fields_of_study;year
"""It's stressful having all these phones"": Investigating Sex Workers' Safety Goals, Risks, and Practices Online.";d804394dff63e5d9f35f069807cf29dcc25e4848;;Allison McDonald,Catherine Barwulor,Michelle L. Mazurek,F. Schaub,Elissa M. Redmiles;USENIX Security Symposium;;Computer Science;2021
"""Now I'm a bit angry: "" Individuals' Awareness, Perception, and Responses to Data Breaches that Affected Them.";05b7b1b3e155dc63e7769fd868cfc1e3487fae58;;Peter Mayer,Yixin Zou,F. Schaub,Adam J. Aviv;USENIX Security Symposium;;Computer Science;2021
"""It's the Company, the Government, You and I"": User Perceptions of Responsibility for Smart Home Privacy and Security.";1b8f7bdf11d44ba8a74f3e5d69410285ee7b4627;;Julie M. Haney,Y. Acar,S. Furman;USENIX Security Symposium;;Computer Science;2021
The Role of Computer Security Customer Support in Helping Survivors of Intimate Partner Violence.;da2c7170b590372ec6840a189bb6c2ec7c77e10c;;Yixin Zou,Allison McDonald,Julia Narakornpichit,Nicola Dell,T. Ristenpart,Kevin A. Roundy,F. Schaub,Acar Tamersoy;USENIX Security Symposium;;Computer Science;2021
Evaluating In-Workflow Messages for Improving Mental Models of End-to-End Encryption.;;;Omer Akgul,Wei Bai 0004,Shruti Das,Michelle L. Mazurek;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
PriSEC: A Privacy Settings Enforcement Controller.;e4cb9cb3bfeeaca77e5ada54e3fe63043bee5176;;Rishabh Khandelwal,Thomas Linden,Hamza Harkous,Kassem Fawaz;USENIX Security Symposium;;Computer Science;2021
Are Privacy Dashboards Good for End Users? Evaluating User Perceptions and Reactions to Google's My Activity.;2e740918b4084786d4f9135cddacfb121e7baa46;;Florian M. Farke,David G. Balash,M. Golla,Markus Dürmuth,Adam J. Aviv;USENIX Security Symposium;;Computer Science;2021
Mystique: Efficient Conversions for Zero-Knowledge Proofs with Applications to Machine Learning.;8faaa86abd447600d00b81d109e34eca625770f2;;Chenkai Weng,Kang Yang,Xiang Xie,Jonathan Katz,X. Wang;USENIX Security Symposium;;Computer Science;2021
Poseidon: A New Hash Function for Zero-Knowledge Proof Systems.;56fb9ca04c3c6c0a1b972d7b4d825ebcda81c459;;Lorenzo Grassi,D. Khovratovich,Christian Rechberger,Arnab Roy,Markus Schofnegger;USENIX Security Symposium;;Computer Science;2021
Dynamic proofs of retrievability with low server storage.;64a5435076b51215120350ed4dcadd55f27d0ea9;;Gaspard Anthoine,J. Dumas,Michael Hanling,M'elanie de Jonghe,A. Maignan,Clément Pernet,Daniel S. Roche;USENIX Security Symposium;;Computer Science;2021
Where's Crypto?: Automated Identification and Classification of Proprietary Cryptographic Primitives in Binary Code.;5a68952a3dcb008f67c6df013fe919d40a503bea;;Carlo Meijer,Veelasha Moonsamy,J. Wetzels;USENIX Security Symposium;;Computer Science;2021
Towards Formal Verification of State Continuity for Enclave Programs.;3c6757d7e1e42410c563d09ad0a64e61ef8fbce6;;Mohit Kumar Jangid,Guoxing Chen,Yinqian Zhang,Zhiqiang Lin;USENIX Security Symposium;;Computer Science;2021
Protecting Cryptography Against Compelled Self-Incrimination.;6615240dd27da9d19e8fbc225a8522b7d9f33dab;;Sarah Scheffler,Mayank Varia;USENIX Security Symposium;Cryptography;Computer Science,Political Science;2021
CSProp: Ciphertext and Signature Propagation Low-Overhead Public-Key Cryptosystem for IoT Environments.;86f774414ffb460e5611e760555e0529e366858e;;Fatemah Alharbi,Arwa Alrawais,Abdulrahman Bin Rabiah,Silas Richelson,N. Abu-Ghazaleh;USENIX Security Symposium;;Computer Science;2021
Automatic Extraction of Secrets from the Transistor Jungle using Laser-Assisted Side-Channel Attacks.;d2719b0bd55cfc141372e5e64845e6eb8b911b27;;Thilo Krachenfels,T. Kiyan,S. Tajik,J. Seifert;USENIX Security Symposium;;Computer Science;2021
Lord of the Ring(s): Side Channel Attacks on the CPU On-Chip Ring Interconnect Are Practical.;b455870ae376073245601d07d76d186021a7f278;;Riccardo Paccagnella,Licheng Luo,Christopher W. Fletcher;USENIX Security Symposium;;Computer Science;2021
Frontal Attack: Leaking Control-Flow in SGX via the CPU Frontend.;195ca9d5c349df9ddb40f070741a11585b6c6e71;;Ivan Puddu,Moritz Schneider,Miro Haller,Srdjan Capkun;USENIX Security Symposium;;Computer Science;2021
Charger-Surfing: Exploiting a Power Line Side-Channel for Smartphone Information Leakage.;a219e57d2fe8b89a0c588a538595a3351c32b59f;;P. Cronin,Xing Gao,Chengmo Yang,Haining Wang;USENIX Security Symposium;;Computer Science;2021
VoltPillager: Hardware-based fault injection attacks against Intel SGX Enclaves using the SVID voltage scaling interface.;19147fdf21e0200e6eebe89663afd7b772ee2813;;Zitai Chen,G. Vasilakis,Kit Murdock,Edward Dean,David F. Oswald,Flavio D. Garcia;USENIX Security Symposium;;Computer Science;2021
CIPHERLEAKS: Breaking Constant-time Cryptography on AMD SEV via the Ciphertext Side Channel.;5fac175bb3d08259c11ff27b64f69106f01bc93b;;Mengyuan Li,Yinqian Zhang,Huibo Wang,Kang Li,Yueqiang Cheng;USENIX Security Symposium;;Computer Science;2021
Cross-VM and Cross-Processor Covert Channels Exploiting Processor Idle Power Management.;4d4b27302672984cd0dc220536d4f1f4f863a1b8;;Paizhuo Chen,Lei Li,Zhice Yang;USENIX Security Symposium;;Computer Science;2021
Can Systems Explain Permissions Better? Understanding Users' Misperceptions under Smartphone Runtime Permission Model.;2891243beb9f22b98614f330b3d381ea03167667;;Bingyu Shen,Lili Wei,Chengcheng Xiang,Yudong Wu,Mingyao Shen,Yuanyuan Zhou,Xinxin Jin;USENIX Security Symposium;;Computer Science;2021
"""Shhh...be quiet!"" Reducing the Unwanted Interruptions of Notification Permission Prompts on Chrome.";6317e4f3680b64479fba1ddfbd977ba8347b937c;;Igor Bilogrevic,Balazs Engedy,Judson Porter,N. Taft,Kamila Hasanbega,Andrew Paseltiner,Hwi Kyoung Lee,Edward Jung,M. Watkins,PJ Mclachlan,Jason M James;USENIX Security Symposium;;Computer Science,Business;2021
Explanation Beats Context: The Effect of Timing & Rationales on Users' Runtime Permission Decisions.;cb7f8fe994fe6e871a332fc8fa729b014e3c9c17;;Yusra Elbitar,Michael Schilling,Trung Tin Nguyen,M. Backes,Sven Bugiel;USENIX Security Symposium;;Computer Science;2021
A Large Scale Study of User Behavior, Expectations and Engagement with Android Permissions.;7435464635ddbe108e87ea93f3fb78ec701aeba1;;Weicheng Cao,Chun-Lei Xia,Sai Teja Peddinti,D. Lie,N. Taft,Lisa M. Austin;USENIX Security Symposium;;Computer Science;2021
Reducing Bias in Modeling Real-world Password Strength via Deep Learning and Dynamic Dictionaries.;95c7c7e81c7a647e198e6a5f1c00a0b486b29e72;;Dario Pasquini,Marco Cianfriglia,G. Ateniese,M. Bernaschi;USENIX Security Symposium;;Computer Science;2021
Using Amnesia to Detect Credential Database Breaches.;e97a1a360da1653d0ec3cd6742f3a272b3455da2;;K. Wang,M. Reiter;USENIX Security Symposium;;Computer Science;2021
Incrementally Updateable Honey Password Vaults.;32c3e6036ac9ef3ada383a8b540876b6b9ea6dca;;Haibo Cheng,Wenting Li,Ping Wang,C. Chu,K. Liang;USENIX Security Symposium;;Computer Science;2021
Private Blocklist Lookups with Checklist.;1f3e4ff5f453136810c966237f9665053ca050f3;;Dmitry Kogan,Henry Corrigan-Gibbs;USENIX Security Symposium;;Computer Science;2021
Identifying Harmful Media in End-to-End Encrypted Communication: Efficient Private Membership Computation.;a03342d346655722befae957c4daf50c2249d610;;Anunay Kulshrestha,Jonathan R. Mayer;USENIX Security Symposium;;Computer Science;2021
Fuzzy Labeled Private Set Intersection with Applications to Private Real-Time Biometric Search.;ece97e34e435364207f57be46be0c50efe8845d2;;Erkam Uzun,S. Chung,V. Kolesnikov,A. Boldyreva,Wenke Lee;USENIX Security Symposium;;Computer Science;2021
PrivSyn: Differentially Private Data Synthesis.;42f6caf98600b12736823c08b2f56c0e42bba15c;;Zhikun Zhang,Tianhao Wang,Ninghui Li,J. Honorio,M. Backes,Shibo He,Jiming Chen,Yang Zhang;USENIX Security Symposium;;Computer Science;2021
Data Poisoning Attacks to Local Differential Privacy Protocols.;44ffeadd73ace159d8911e31d511043c36955194;;Xiaoyu Cao,Jinyuan Jia,N. Gong;USENIX Security Symposium;Differential privacy,Spectral density estimation,Perturbation theory (quantum mechanics),Database,Computer security,Cryptographic protocol,Internet protocol suite,Theoretical computer science;Computer Science;2021
How to Make Private Distributed Cardinality Estimation Practical, and Get Differential Privacy for Free.;39b3bc5dda2ac098e107c9d4dd8c4a71be38b646;;Changhui Hu,Jin Li,Zheli Liu,Xiaojie Guo,Yu Wei,Xuan Guang,G. Loukides,Changyu Dong;USENIX Security Symposium;;Computer Science;2021
Locally Differentially Private Analysis of Graph Statistics.;0409cb6300919fa0ae900749eab0ecfabe93515b;;Jacob Imola,Takao Murakami,Kamalika Chaudhuri;USENIX Security Symposium;;Computer Science;2021
SMASH: Synchronized Many-sided Rowhammer Attacks from JavaScript.;092d5cd5e803472f918ffbeaf2983686b5a7168b;;F. D. Ridder,Pietro Frigo,Emanuele Vannacci,H. Bos,Cristiano Giuffrida,Kaveh Razavi;USENIX Security Symposium;;Computer Science;2021
Database Reconstruction from Noisy Volumes: A Cache Side-Channel Attack on SQLite.;18dd397694c7293c3d62562a5f439d4a0ff3717d;;Aria Shahverdi,M. Shirinov,Dana Dachman-Soled;USENIX Security Symposium;;Computer Science;2021
PTAuth: Temporal Memory Safety via Robust Points-to Authentication.;721c1785c35ffb64a20d8c13edf18cc25339d9f2;;Reza Mirzazade Farkhani,Mansour Ahmadi,Long Lu;USENIX Security Symposium;Authentication,Memory safety,ARM architecture,Vulnerability (computing),Compiler,Runtime library,Test suite,Countermeasure (computer),Encryption,Static program analysis,In-memory database,Prototype,Sensor,Emulator,Central processing unit,Overhead (computing);Computer Science;2021
Does logic locking work with EDA tools?;1f4b60f453763314e25e5d34850e773885552c40;;Zhaokun Han,Muhammad Yasin,J. Rajendran;USENIX Security Symposium;;Computer Science;2021
CURE: A Security Architecture with CUstomizable and Resilient Enclaves.;3f800641a2b3bb9efa66bf6549942b0bd2a1bdda;;Raad Bahmani,Ferdinand Brasser,Ghada Dessouky,Patrick Jauernig,Matthias Klimmek,A. Sadeghi,Emmanuel Stapf;USENIX Security Symposium;;Computer Science;2021
DICE*: A Formally Verified Implementation of DICE Measured Boot.;7203660a3b04a2b23f507ca87b8eda9208272ddd;;Zhen-Zhong Tao,Aseem Rastogi,Naman Gupta,Kapil Vaswani,Aditya V. Thakur;USENIX Security Symposium;;Computer Science;2021
PEARL: Plausibly Deniable Flash Translation Layer using WOM coding.;f6de98f6af04e6aa92eb464a9c10f82299990c08;;Chen Chen,Anrin Chakraborti,R. Sion;USENIX Security Symposium;;Computer Science;2021
Examining the Efficacy of Decoy-based and Psychological Cyber Deception.;342a3a6439326a142b1b32fb60db9e352d51e6a3;;Kimberly J. Ferguson-Walter,M. Major,Chelsea K. Johnson,Daniel H. Muhleman;USENIX Security Symposium;;Computer Science;2021
Helping Users Automatically Find and Manage Sensitive, Expendable Files in Cloud Storage.;56ce2de26c6e3ad429426d9cf2e1721fa913824f;;Mohammad Taha Khan,Christopher Tran,Shubham Singh,Dimitri Vasilkov,Chris Kanich,Blase Ur,E. Zheleva;USENIX Security Symposium;;Computer Science;2021
Adapting Security Warnings to Counter Online Disinformation.;879425fc9b8b78956eb6333b6969723e3ca9780e;;B. Kaiser,Jerry W. Wei,Elena Lucherini,Kevin Lee,J. N. Matias,Jonathan R. Mayer;USENIX Security Symposium;;Computer Science;2021
"""Why wouldn't someone think of democracy as a target?"": Security practices & challenges of people involved with U.S. political campaigns.";89e1e2af74b736f1f19c1e93477cf76033f00cf4;;Sunny Consolvo,Patrick Gage Kelley,Tara Matthews,Kurt Thomas,Lee Dunn,Elie Bursztein;USENIX Security Symposium;;Computer Science;2021
Security Obstacles and Motivations for Small Businesses from a CISO's Perspective.;77644a9066e169fd74c235b8adec729c3b561def;10.13016/M2RCS6-O3WQ;Flynn Wolf,Adam J. Aviv,Ravi Kuber;USENIX Security Symposium;;Computer Science;2021
Strategies and Perceived Risks of Sending Sensitive Documents.;5cc1e7d8708f8b76fe3465739a109c343ed0478d;;N. Warford,Collins W. Munyendo,A. Mediratta,Adam J. Aviv,Michelle L. Mazurek;USENIX Security Symposium;;Computer Science;2021
A Large-Scale Interview Study on Information Security in and Attacks against Small and Medium-sized Enterprises.;03d194191db4727cc3821c0fd4ac5b97fcddc898;;Nicolas Huaman,Bennet von Skarczinski,Christian Stransky,Dominik Wermke,Y. Acar,Arne Dreißigacker,S. Fahl;USENIX Security Symposium;;Computer Science;2021
On the Routing-Aware Peering against Network-Eclipse Attacks in Bitcoin.;;;Muoi Tran,Akshaye Shenoi,Min Suk Kang;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
EOSAFE: Security Analysis of EOSIO Smart Contracts.;e1d925eb2b0cf0f1259b87b361d0d0351f19760d;;Ningyu He,Ruiyi Zhang,Haoyu Wang,Lei Wu,Xiapu Luo,Yao Guo,Ting Yu,Xuxian Jiang;USENIX Security Symposium;;Computer Science;2021
EVMPatch: Timely and Automated Patching of Ethereum Smart Contracts.;f660ffcee6baa5c2d8484fece427880aa553d4d8;;Michael Rodler,Wenting Li,Ghassan O. Karame,Lucas Davi;USENIX Security Symposium;;Computer Science;2021
Evil Under the Sun: Understanding and Discovering Attacks on Ethereum Decentralized Applications.;931bd24d5903cff1c93fbae7d3afaf551ee64bd3;;Liya Su,Xinyu Shen,Xiangyu Du,Xiaojing Liao,Xiaofeng Wang,Luyi Xing,Baoxu Liu;USENIX Security Symposium;;Computer Science;2021
Smart Contract Vulnerabilities: Vulnerable Does Not Imply Exploited.;7a6c6756655c18cfd9ecbe529ae62a557ffbbd94;;Daniel Perez,B. Livshits;USENIX Security Symposium;;Computer Science;2021
Frontrunner Jones and the Raiders of the Dark Forest: An Empirical Study of Frontrunning on the Ethereum Blockchain.;189c624e936060f5c106c7247ac5e87a75becdb8;;C. F. Torres,R. Camino,R. State;USENIX Security Symposium;;Computer Science;2021
SmarTest: Effectively Hunting Vulnerable Transaction Sequences in Smart Contracts through Language Model-Guided Symbolic Execution.;06c3a76315b6e17e353963a08abcfd6c21c7fa10;;Sunbeom So,Seongjoon Hong,Hakjoo Oh;USENIX Security Symposium;;Computer Science;2021
MIRAGE: Mitigating Conflict-Based Cache Attacks with a Practical Fully-Associative Design.;;;Gururaj Saileshwar,Moinuddin K. Qureshi;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
DOLMA: Securing Speculation with the Principle of Transient Non-Observability.;;;Kevin Loughlin,Ian Neal,Jiacheng Ma,Elisa Tsai,Ofir Weisse,Satish Narayanasamy,Baris Kasikci;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Osiris: Automated Discovery of Microarchitectural Side Channels.;c6ab953b41d2ea810657c3ee4989409177f51af2;;Daniel Weber,Ahmad Ibrahim,Hamed Nemati,Michael Schwarz,C. Rossow;USENIX Security Symposium;;Computer Science;2021
Swivel: Hardening WebAssembly against Spectre.;84c5f75d9159a93ac5139b02675095ebf7d18db9;;Shravan Narayan,Craig Disselkoen,D. Moghimi,S. Cauligi,Evan Johnson,Zhao Gang,Anjo Vahldiek-Oberwagner,R. Sahita,H. Shacham,D. Tullsen,D. Stefan;USENIX Security Symposium;;Computer Science;2021
Rage Against the Machine Clear: A Systematic Analysis of Machine Clears and Their Implications for Transient Execution Attacks.;bbbb78d3cc9154237f5aaf6482b24cf3793bf71a;;Hany Ragab,Enrico Barberis,H. Bos,Cristiano Giuffrida;USENIX Security Symposium;;Computer Science;2021
Coco: Co-Design and Co-Verification of Masked Software Implementations on CPUs.;;;Barbara Gigerl,Vedad Hadzic,Robert Primas,Stefan Mangard,Roderick Bloem;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Explanation-Guided Backdoor Poisoning Attacks Against Malware Classifiers.;478141a86e99fcd46fa4c91e68500e7198819d39;;Giorgio Severi,J. Meyer,Scott E. Coull;USENIX Security Symposium;;Computer Science;2021
Blind Backdoors in Deep Learning Models.;6f46322243a8318a9712bedf6a218e2df85c64fb;;Eugene Bagdasaryan,Vitaly Shmatikov;USENIX Security Symposium;Backdoor (computing),Deep learning,Multi-objective optimization,ImageNet,Machine learning,Computation,Mathematical optimization,Pixel;Computer Science;2021
Graph Backdoor.;c09b6e62362988127f8d8a4243a0227bfd0770ca;;Zhaohan Xi,Ren Pang,S. Ji,Ting Wang;USENIX Security Symposium;;Computer Science,Mathematics;2021
Demon in the Variant: Statistical Analysis of DNNs for Robust Backdoor Contamination Detection.;fde9b77b36f678f4455e13a63d1f8d8148187f2a;;Di Tang,Xiaofeng Wang,Haixu Tang,Kehuan Zhang;USENIX Security Symposium;Backdoor (computing),Mixture model,Deep learning,Expectation–maximization algorithm,Adversary (cryptography),Evasion (network security),Trojan horse (computing),Artificial neural network;Computer Science;2021
You Autocomplete Me: Poisoning Vulnerabilities in Neural Code Completion.;1ec69f1a1a9d4ff5c5bc70db0e5087157b620570;;R. Schuster,Congzheng Song,Eran Tromer,Vitaly Shmatikov;USENIX Security Symposium;;Computer Science;2021
Poisoning the Unlabeled Dataset of Semi-Supervised Learning.;;;Nicholas Carlini;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Double-Cross Attacks: Subverting Active Learning Systems.;ae519f1a490388fd89a58f2162ba5b86c788aa6a;;Jose Rodrigo Sanchez Vicarte,Gang Wang,Christopher W. Fletcher;USENIX Security Symposium;;Computer Science;2021
Fine Grained Dataflow Tracking with Proximal Gradients.;3270dcc9fcb805a0b7c40332395dbb5e24b77e9e;;Gabriel Ryan,Abhishek Shah,Dongdong She,Koustubha Bhat,S. Jana;USENIX Security Symposium;;Computer Science;2021
Static Detection of Unsafe DMA Accesses in Device Drivers.;57b2d431a440993ee264712abf075c186d9caf2b;;Jia-Ju Bai,Tuo Li,Kangjie Lu,Shimin Hu;USENIX Security Symposium;;Computer Science;2021
MAZE: Towards Automated Heap Feng Shui.;c46883854cd5a6721d0b9b7c6016ca9946d19cd0;;Yan Wang,Chao Zhang,Zixuan Zhao,B. Zhang,Xiaorui Gong,Wei Zou;USENIX Security Symposium;;Computer Science;2021
SelectiveTaint: Efficient Data Flow Tracking With Static Binary Rewriting.;591f55151fb21597fd56bc5d2d19c158f1d3ddd5;;Sanchuan Chen,Zhiqiang Lin,Yinqian Zhang;USENIX Security Symposium;;Computer Science;2021
Breaking Through Binaries: Compiler-quality Instrumentation for Better Binary-only Fuzzing.;ac67d5cb691ab748a4e826e577ac11dbd197177b;;Stefan Nagy,A. Nguyen-Tuong,Jason Hiser,J. Davidson,Matthew Hicks;USENIX Security Symposium;;Computer Science;2021
MBA-Blast: Unveiling and Simplifying Mixed Boolean-Arithmetic Obfuscation.;;;Binbin Liu,Junfu Shen,Jiang Ming 0002,Qilong Zheng,Jing Li,Dongpeng Xu 0001;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
VScape: Assessing and Escaping Virtual Call Protections.;18a032bc0d77ee8e20ac8c90e8047f75d8274235;;Kaixiang Chen,Chao Zhang,Tingting Yin,Xingman Chen,Lei Zhao;USENIX Security Symposium;;Computer Science;2021
Pretty Good Phone Privacy.;9cbb5d94788c5e57ec3e89c5a5c01ebd6b28c9ab;;Paul Schmitt,Barath Raghavan;USENIX Security Symposium;;Computer Science;2021
KeyForge: Non-Attributable Email from Forward-Forgeable Signatures.;14548c43809caeca4825433304ba9cf7e380a6e2;;Michael A. Specter,Sunoo Park,M. Green;USENIX Security Symposium;;Computer Science;2021
Express: Lowering the Cost of Metadata-hiding Communication with Cryptographic Privacy.;5cdcafe94eebd29d74eb0e6c7c28d80ea2af12bb;;Saba Eskandarian,Henry Corrigan-Gibbs,M. Zaharia,D. Boneh;USENIX Security Symposium;;Computer Science;2021
Kalεido: Real-Time Privacy Control for Eye-Tracking Systems.;0397e2a1372090491b9ee5e369395ee4628f47a6;;Jingjie Li,Amrita Roy Chowdhury,Kassem Fawaz,Younghyun Kim;USENIX Security Symposium;;Computer Science;2021
Communication-Computation Trade-offs in PIR.;;;Asra Ali,Tancrède Lepoint,Sarvar Patel,Mariana Raykova 0001,Phillipp Schoppmann,Karn Seth,Kevin Yeo;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
I Always Feel Like Somebody's Sensing Me! A Framework to Detect, Identify, and Localize Clandestine Wireless Sensors.;b8b0a98bede282ba38d36a8b770cfad2be40a52e;;Akash Deep Singh,Luis Garcia,Joseph Noor,M. Srivastava;USENIX Security Symposium;Sensor,La Clandestine Absinthe,Causality,Privacy,Observable;Computer Science;2021
The Complexities of Healing in Secure Group Messaging: Why Cross-Group Effects Matter.;7f94043a5475cc663ef1e100e4304accf52c91c7;;C. Cremers,Britta Hale,Konrad Kohbrok;USENIX Security Symposium;;Computer Science;2021
SLAP: Improving Physical Adversarial Examples with Short-Lived Adversarial Perturbations.;23811906b2fc98b2591f1d9f69d57814d5151108;;Giulio Lovisotto,H.C.M. Turner,Ivo Sluganovic,Martin Strohmeier,I. Martinovic;USENIX Security Symposium;;Computer Science;2021
Adversarial Policy Training against Deep Reinforcement Learning.;575fe5d006c14d7af94c7aed12be23e94e37997e;;Xian Wu,Wenbo Guo,Hua Wei,Xinyu Xing;USENIX Security Symposium;;Computer Science;2021
DRMI: A Dataset Reduction Technology based on Mutual Information for Black-box Attacks.;3b6e3b46fe03de41a05e29cc49f9eaab210ff297;;Yingzhe He,Guozhu Meng,Kai Chen,Xingbo Hu,Jinwen He;USENIX Security Symposium;;Computer Science;2021
Deep-Dup: An Adversarial Weight Duplication Attack Framework to Crush Deep Neural Network in Multi-Tenant FPGA.;d92197b81f995a813e0fe23df6beb8188bea2137;;A. S. Rakin,Yukui Luo,Xiaolin Xu,Deliang Fan;USENIX Security Symposium;;Computer Science;2021
Entangled Watermarks as a Defense against Model Extraction.;7fbe6eed6b8e5758ccf9398746a064e3f382ba2b;;Hengrui Jia,Christopher A. Choquette-Choo,Nicolas Papernot;USENIX Security Symposium;;Computer Science,Mathematics;2021
Mind Your Weight(s): A Large-scale Study on Insufficient Machine Learning Model Protection in Mobile Apps.;14905fdf49fc73edb099f331c72546ab0e3d2242;;Zhichuang Sun,Ruimin Sun,Long Lu;USENIX Security Symposium;;Computer Science;2021
Hermes Attack: Steal DNN Models with Lossless Inference Accuracy.;980451bad2ecb99c5d932e8c05d992a12324dad8;;Yuankun Zhu,Yueqiang Cheng,Husheng Zhou,Yantao Lu;USENIX Security Symposium;Attack surface,Lossless compression,PCI Express,CUDA,Reverse engineering,Data structure,Undocumented feature,Plaintext,Prototype,Spectral leakage,GeForce 200 series,Software deployment,Overhead (computing),Graphics processing unit,GeForce 10 series,RTX, RTX64,GeForce 700 series;Computer Science;2021
ARCUS: Symbolic Root Cause Analysis of Exploits in Production Systems.;50697de979081a2d605d63b490568b1dd76398e1;;Carter Yagemann,Matthew Pruett,S. Chung,Kennon Bittick,Brendan Saltaformaggio,Wenke Lee;USENIX Security Symposium;;Computer Science;2021
Automatic Firmware Emulation through Invalidity-guided Knowledge Inference.;2012e124acee13a6071571438fffdc638e0fb769;;Wei Zhou,Le Guan,Peng Liu,Yuqing Zhang;USENIX Security Symposium;;Computer Science;2021
Finding Bugs Using Your Own Code: Detecting Functionally-similar yet Inconsistent Code.;bec43d2bd1315f89cfb0d5848b9296c6920fbb89;;Mansour Ahmadi,Reza Mirzazade Farkhani,Richard Ryan Williams,Long Lu;USENIX Security Symposium;;Computer Science;2021
Understanding and Detecting Disordered Error Handling with Precise Function Pairing.;d06bd628b038cdfcc57f707d3aef0630558c3250;;Qiushi Wu,Aditya Pakki,Navid Emamdoost,Stephen McCamant,Kangjie Lu;USENIX Security Symposium;;Computer Science;2021
Precise and Scalable Detection of Use-after-Compacting-Garbage-Collection Bugs.;;;HyungSeok Han,Andrew Wesie,Brian Pak;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Reducing Test Cases with Attention Mechanism of Neural Networks.;ed09a30e370e95b27ca103a909856ff9bfdd5ac9;;Xing Zhang,Jiongyi Chen,Chao Feng,Ruilin Li,Yunfei Su,Bin Zhang,Jingpei Lei,Chaojing Tang;USENIX Security Symposium;;Computer Science;2021
FlowDist: Multi-Staged Refinement-Based Dynamic Information Flow Analysis for Distributed Software Systems.;e67e2b8da752cad93cf415864d85c4f04fb91b07;;Xiaoqin Fu,Haipeng Cai;USENIX Security Symposium;;Computer Science;2021
Privacy and Integrity Preserving Computations with CRISP.;5152e6db0d1695e980c252887e6c66f4d7b5d099;;Sylvain Chatel,Apostolos Pyrgelis,J. Troncoso-Pastoriza,J. Hubaux;USENIX Security Symposium;;Computer Science;2021
Senate: A Maliciously-Secure MPC Platform for Collaborative Analytics.;;;Rishabh Poddar,Sukrit Kalra,Avishay Yanai,Ryan Deng,Raluca Ada Popa,Joseph M. Hellerstein;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
GForce: GPU-Friendly Oblivious and Rapid Neural Network Inference.;b91e076a75f58b398487b1ce1d2f4fc7e9fa6660;;Lucien Ng,M. Chow;USENIX Security Symposium;;Computer Science;2021
ABY2.0: Improved Mixed-Protocol Secure Two-Party Computation.;d45f5a29d8cea8a3d8fa1fefc6adaf05df34f0d9;;A. Patra,T. Schneider,Ajith Suresh,Hossein Yalame;USENIX Security Symposium;;Computer Science;2021
Fantastic Four: Honest-Majority Four-Party Secure Computation With Malicious Security.;0ba678823ead82de297041467f501ef2e3819e0d;;Anders Dalskov,Daniel E. Escudero,Marcel Keller;USENIX Security Symposium;;Computer Science;2021
Muse: Secure Inference Resilient to Malicious Clients.;47253c02905d0220789a86548133bce92afda41c;;Ryan T. Lehmkuhl,Pratyush Mishra,Akshayaram Srinivasan,R. A. Popa;USENIX Security Symposium;;Computer Science;2021
ObliCheck: Efficient Verification of Oblivious Algorithms with Unobservable State.;8c5997dff2553d0736ac0331ea213e0d6e0dcade;;Jeongseok Son,G. Prechter,Rishabh Poddar,R. A. Popa,Koushik Sen;USENIX Security Symposium;;Computer Science;2021
PatchGuard: A Provably Robust Defense against Adversarial Patches via Small Receptive Fields and Masking.;68560fdb5a93b3cb416e96babd86a0f8c0f9a8b1;;Chong Xiang,A. Bhagoji,Vikash Sehwag,Prateek Mittal;USENIX Security Symposium;;Computer Science;2021
T-Miner: A Generative Approach to Defend Against Trojan Attacks on DNN-based Text Classification.;3ab9145d5134e4e89bcceb1c8a95f9f98c98c5ff;;A. Azizi,I. A. Tahmid,Asim Waheed,Neal Mangaokar,Jiameng Pu,M. Javed,C. Reddy,Bimal Viswanath;USENIX Security Symposium;;Computer Science;2021
WaveGuard: Understanding and Mitigating Audio Adversarial Examples.;3b3e1741bf2f86fceee22fe322c2e228c37a4d1a;;Shehzeen Samarah Hussain,Paarth Neekhara,S. Dubnov,Julian McAuley,F. Koushanfar;USENIX Security Symposium;;Computer Science,Engineering;2021
Cost-Aware Robust Tree Ensembles for Security Applications.;1e2e225e87477d43cfbbad5456d6e3423ec6d523;;Yizheng Chen,Shiqi Wang,Weifan Jiang,Asaf Cidon,S. Jana;USENIX Security Symposium;;Computer Science;2021
Dompteur: Taming Audio Adversarial Examples.;94f87e472c6ba9aaa37590877dc4615a92784ef3;;Thorsten Eisenhofer,Lea Schönherr,J. Frank,Lars Speckemeier,D. Kolossa,Thorsten Holz;USENIX Security Symposium;;Computer Science;2021
